;Key_lvl1;Key_lvl2;Key_lvl3;Key_lvl4;Key_lvl5;Key_lvl6;Base Price 1 Target Value;Color;Size;Gender;Year of Commodity;Launch Date;Tag Price;Sales Season;Age Group;Cluster;Centroid
33;3270284005602;327028400_2;Female - One-piece pants inside - Thin 19 yuan;Female - One Internal Pants - Thin;Female - One-piece pants;Female;19.0;Black;Sheer;Female;2014;21/08/2014;19.0;Autumn;29-38;2;('338020000_2',)
34;3270286002602;327028600_2;Female - One-piece pants inside - Thin - $39;Female - One Internal Pants - Thin;Female - One-piece pants;Female;39.0;Green;Sheer;Female;2014;21/08/2014;39.0;Autumn;29-38;4;('331032200_2',)
35;3270306000802;327030600_2;Female - One-piece pants inside - Thin - $39;Female - One Internal Pants - Thin;Female - One-piece pants;Female;39.0;Purplish Red;Sheer;Female;2014;28/07/2014;39.0;Autumn;29-38;1;('335030700_2',)
36;3260007005601;326000700_2;Women - Pantyhose - Core Wrap - 10 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;10.0;Black;Ultra Sheer;Female;2015;01/08/2014;10.0;Autumn;18-28;3;('347000500_2',)
37;3260008005601;326000800_2;Women - Pantyhose - Core Material - 19 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;19.0;Black;Ultra Sheer;Female;2015;01/08/2014;19.0;Autumn;18-28;3;('347000500_2',)
38;3260011005601;326001100_2;Women - Pantyhose - Core Material - 19 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;19.0;Black;Ultra Sheer;Female;2015;01/08/2014;19.0;Autumn;18-28;3;('347000500_2',)
39;3260012005601;326001200_2;Women - Pantyhose - Core Wrap - 10 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;10.0;Black;Ultra Sheer;Female;2012;01/01/1900;10.0;Autumn;29-38;7;('337880302_2',)
40;3260027005601;326002700_2;Women - Pantyhose - Velvet - 15 RMB;Female - Pantyhose - Velvet;Female - pantyhose;Female;15.0;Black;Ultra Sheer;Female;2012;01/01/1900;15.0;Autumn;29-38;1;('335030700_2',)
41;3260028005601;326002800_2;Women - Pantyhose - Core Wrap - 15 RMB;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;15.0;Black;Ultra Sheer;Female;2012;01/01/1900;15.0;Autumn;29-38;1;('335030700_2',)
42;3260033019000;326003301_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;No Size;Female;2014;29/08/2014;19.0;Autumn;18-28;5;('345024600_2',)
43;3270318000802;327031800_2;Female - One-piece pants inside - Thin - $29;Female - One Internal Pants - Thin;Female - One-piece pants;Female;29.0;Purplish Red;Sheer;Female;2014;06/08/2014;29.0;Autumn;18-28;4;('331032200_2',)
44;3270327000802;327032700_2;Female - One-piece pants inside - Thin - $29;Female - One Internal Pants - Thin;Female - One-piece pants;Female;29.0;Purplish Red;Sheer;Female;2014;06/08/2014;29.0;Autumn;29-38;6;('331023400_2',)
45;3270332000802;327033200_2;Female - One-piece pants inside - Thin - $29;Female - One Internal Pants - Thin;Female - One-piece pants;Female;29.0;Purplish Red;Sheer;Female;2014;03/09/2014;29.0;Autumn;29-38;2;('338020000_2',)
46;3270339003602;327033900_2;Female - One-piece pants inside - Thin 19 yuan;Female - One Internal Pants - Thin;Female - One-piece pants;Female;19.0;Blue;Sheer;Female;2014;24/09/2014;19.0;Autumn;29-38;6;('331023400_2',)
47;3270344009002;327034400_2;Female - One-piece pants inside - Thin - 9.9 yuan;Female - One Internal Pants - Thin;Female - One-piece pants;Female;10.0;Other;Sheer;Female;2014;25/07/2014;9.9;Autumn;29-38;4;('331032200_2',)
48;3270383009000;327038300_2;Female - One-piece pants inside - Thin - 10 yuan;Female - One Internal Pants - Thin;Female - One-piece pants;Female;10.0;Other;No Size;Female;2014;27/08/2014;10.0;Autumn;29-38;2;('338020000_2',)
49;3270417009002;327041700_2;Female - One-piece pants inside - Thin - 7.9 yuan;Female - One Internal Pants - Thin;Female - One-piece pants;Female;8.0;Other;Sheer;Female;2014;24/09/2014;7.9;Autumn;29-38;7;('337880302_2',)
50;3251356000000;325135600_2;Men - socks - stockings -12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Male;2014;19/08/2014;12.0;Autumn;29-38;5;('345024600_2',)
51;3251357000000;325135700_2;Men - Socks - Tube Socks - $15;Men - Socks - Stockings;Male - socks;male;15.0;No Color;No Size;Male;2014;19/08/2014;15.0;Autumn;29-38;6;('331023400_2',)
52;3251376000000;325137600_2;Men - socks - stockings -12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Male;2014;22/08/2014;12.0;Autumn;29-38;9;('326810107_2',)
53;3251378000000;325137800_2;Men - socks - stockings -12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Male;2014;22/08/2014;12.0;Autumn;29-38;3;('347000500_2',)
54;3251379000000;325137900_2;Men - socks - stockings -12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Male;2014;22/08/2014;12.0;Autumn;29-38;7;('337880302_2',)
55;3251381000000;325138100_2;Men - socks - stockings -12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Male;2014;22/08/2014;12.0;Autumn;29-38;3;('347000500_2',)
56;3251382000000;325138200_2;Men - Socks - Tube Socks - $15;Men - Socks - Stockings;Male - socks;male;15.0;No Color;No Size;Male;2014;19/08/2014;15.0;Autumn;29-38;3;('347000500_2',)
57;3251397000000;325139700_2;Women - Socks - Stockings - $5;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;25/08/2014;5.0;Autumn;29-38;6;('331023400_2',)
58;3251414000000;325141400_2;Women - Socks - Stockings - $5;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;25/08/2014;5.0;Autumn;29-38;8;('328031000_2',)
59;3260047009002;326004700_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;Sheer;Female;2014;15/07/2014;19.0;Autumn;29-38;1;('335030700_2',)
60;3260049009002;326004900_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;Sheer;Female;2014;15/07/2014;19.0;Autumn;29-38;6;('331023400_2',)
61;3260056009002;326005600_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;Sheer;Female;2014;15/07/2014;19.0;Autumn;29-38;4;('331032200_2',)
62;3260056029000;326005602_2;Women - Pantyhose - Velvet - $35;Female - Pantyhose - Velvet;Female - pantyhose;Female;35.0;Other;No Size;Female;2014;28/08/2014;35.0;Autumn;29-38;2;('338020000_2',)
63;3260057009002;326005700_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;Sheer;Female;2014;15/07/2014;19.0;Autumn;29-38;4;('331032200_2',)
64;3260058009002;326005800_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;Sheer;Female;2014;15/07/2014;19.0;Autumn;29-38;10;('345022900_2',)
65;3260069009002;326006900_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;Sheer;Female;2014;15/07/2014;19.0;Autumn;29-38;4;('331032200_2',)
66;3260078000803;326007800_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Purplish Red;Thick;Female;2014;22/09/2014;29.0;Autumn;29-38;5;('345024600_2',)
67;3260079005603;326007900_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Black;Thick;Female;2014;03/09/2014;29.0;Autumn;29-38;10;('345022900_2',)
68;3260083005603;326008300_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Black;Thick;Female;2014;03/09/2014;29.0;Autumn;29-38;8;('328031000_2',)
69;3260084005602;326008400_2;Women - Pantyhose - Core Wrap - 9 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;9.0;Black;Sheer;Female;2014;15/07/2014;9.0;Autumn;29-38;6;('331023400_2',)
70;3260088005602;326008800_2;Women - Pantyhose - Core Wrap - 9 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;9.0;Black;Sheer;Female;2014;03/09/2014;9.0;Autumn;29-38;7;('337880302_2',)
71;3251447000000;325144700_2;Women - Socks - Tube Socks - 5 RMB;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;27/08/2014;5.0;Autumn;29-38;6;('331023400_2',)
72;3251449000000;325144900_2;Women - Socks - Tube Socks - 5 RMB;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;27/08/2014;5.0;Autumn;29-38;8;('328031000_2',)
73;3251466000000;325146600_2;Women - Socks - Tube Socks - 5 RMB;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;01/01/1900;5.0;Autumn;29-38;6;('331023400_2',)
74;3251467000000;325146700_2;Women - Socks - Tube Socks - 5 RMB;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;01/01/1900;5.0;Autumn;29-38;6;('331023400_2',)
75;3251469000000;325146900_2;Women - Socks - Tube Socks - 5 RMB;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;27/08/2014;5.0;Autumn;29-38;6;('331023400_2',)
76;3251473000000;325147300_2;Women - Socks - Stockings - $5;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;15/08/2014;5.0;Autumn;29-38;8;('328031000_2',)
77;3251476000000;325147600_2;Women - Socks - Stockings - $5;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;15/08/2014;5.0;Autumn;29-38;6;('331023400_2',)
78;3251477000000;325147700_2;Men - Socks - Tube Socks - 5 RMB;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;15/08/2014;5.0;Autumn;29-38;4;('331032200_2',)
79;3251478000000;325147800_2;Men - Socks - Tube Socks - 5 RMB;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;15/08/2014;5.0;Autumn;29-38;8;('328031000_2',)
80;3251479000000;325147900_2;Men - Socks - Tube Socks - 5 RMB;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;15/08/2014;5.0;Autumn;29-38;4;('331032200_2',)
81;3251516010000;325151601_2;Men - Socks - Tube Socks - 16 yuan;Men - Socks - Stockings;Male - socks;male;16.0;No Color;No Size;Male;2014;14/08/2014;16.0;Autumn;29-38;4;('331032200_2',)
82;3254865009000;325486500_2;Men - Socks - Tube Socks - $15;Men - Socks - Stockings;Male - socks;male;15.0;Other;No Size;Male;2014;26/08/2014;15.0;Autumn;29-38;4;('331032200_2',)
83;3255014039000;325501403_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;Other;No Size;Male;2014;03/09/2014;12.0;Autumn;29-38;1;('335030700_2',)
84;3255023019000;325502301_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Other;No Size;Male;2014;03/09/2014;15.0;Autumn;29-38;3;('347000500_2',)
85;3260905009000;326090500_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;No Size;Female;2014;03/10/2014;19.0;Autumn;29-38;3;('347000500_2',)
86;3251633000000;325163300_2;Men - Socks - Tube Socks - 5 RMB;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;07/08/2014;5.0;Autumn;29-38;6;('331023400_2',)
87;3251636000000;325163600_2;Women - Socks - Tube Socks - 5 RMB;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;07/08/2014;5.0;Autumn;29-38;9;('326810107_2',)
88;3251672000000;325167200_2;Men - Socks - Stockings - $5;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;07/08/2014;5.0;Autumn;29-38;4;('331032200_2',)
89;3251709000000;325170900_2;Men - Socks - Stockings - $5;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;07/08/2014;5.0;Autumn;29-38;10;('345022900_2',)
90;3251766000000;325176600_2;Men - Socks - Tube Socks - 5 RMB;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;07/08/2014;5.0;Autumn;29-38;1;('335030700_2',)
91;3251768000000;325176800_2;Men - Socks - Stockings - $5;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;07/08/2014;5.0;Autumn;29-38;3;('347000500_2',)
92;3251769000000;325176900_2;Men - Socks - Stockings - $5;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;07/08/2014;5.0;Autumn;29-38;6;('331023400_2',)
93;3251771000000;325177100_2;Men - Socks - Stockings - $5;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;08/10/2014;5.0;Autumn;29-38;8;('328031000_2',)
94;3251775000000;325177500_2;Women - Socks - Stockings - $5;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;07/10/2014;5.0;Autumn;29-38;6;('331023400_2',)
95;3251776000000;325177600_2;Women - Socks - Stockings - $5;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;07/10/2014;5.0;Autumn;29-38;2;('338020000_2',)
96;3251959000000;325195900_2;Women - Socks - Stockings - $7;Female - Socks - Stockings;Female - socks;Female;7.0;No Color;No Size;Female;2014;29/08/2014;7.0;Autumn;29-38;7;('337880302_2',)
97;3251961000000;325196100_2;Women - Socks - Stockings - $7;Female - Socks - Stockings;Female - socks;Female;7.0;No Color;No Size;Female;2014;29/08/2014;7.0;Autumn;29-38;3;('347000500_2',)
98;3255612000000;325561200_2;Men - socks - stockings - 19 yuan;Men - Socks - Stockings;Male - socks;male;19.0;No Color;No Size;Male;2014;05/08/2014;19.0;Autumn;29-38;3;('347000500_2',)
99;3261496035601;326149603_2;Women - Pantyhose - Core Wrap - $ 39;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;39.0;Black;Ultra Sheer;Female;2013;08/10/2013;39.0;Autumn;29-38;1;('335030700_2',)
100;3275000009001;327500000_2;Female - One-piece pants inside - Thin - $79;Female - One Internal Pants - Thin;Female - One-piece pants;Female;79.0;Other;Ultra Sheer;Gender Neutral;2012;01/01/1900;79.0;Autumn;29-38;2;('338020000_2',)
101;3252058000000;325205800_2;Women - Socks - Stockings - -8 yuan;Female - Socks - Stockings;Female - socks;Female;8.0;No Color;No Size;Female;2014;06/08/2014;8.0;Autumn;29-38;4;('331032200_2',)
102;3252064000000;325206400_2;Women - Socks - Stockings - -8 yuan;Female - Socks - Stockings;Female - socks;Female;8.0;No Color;No Size;Female;2014;19/08/2014;8.0;Autumn;29-38;9;('326810107_2',)
103;3252065000000;325206500_2;Women - Socks - Stockings - -8 yuan;Female - Socks - Stockings;Female - socks;Female;8.0;No Color;No Size;Female;2014;19/08/2014;8.0;Autumn;29-38;10;('345022900_2',)
104;3252077000000;325207700_2;Women - Socks - Stockings - -8 yuan;Female - Socks - Stockings;Female - socks;Female;8.0;No Color;No Size;Female;2014;19/08/2014;8.0;Autumn;29-38;10;('345022900_2',)
105;3252081000000;325208100_2;Men - Socks - Stockings - -8 yuan;Men - Socks - Stockings;Male - socks;male;8.0;No Color;No Size;Male;2014;19/08/2014;8.0;Autumn;29-38;10;('345022900_2',)
106;3252086000000;325208600_2;Men - Socks - Stockings - $10;Men - Socks - Stockings;Male - socks;male;10.0;No Color;No Size;Male;2014;19/08/2014;10.0;Autumn;29-38;2;('338020000_2',)
107;3262400079016;326240007_2;Women - Pantyhose - Velvet - 30 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;30.0;Other;200D;Female;2014;21/08/2014;30.0;Autumn;29-38;7;('337880302_2',)
108;3262400109003;326240010_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Other;Thick;Female;2014;26/09/2014;29.0;Autumn;29-38;7;('337880302_2',)
109;3252195000000;325219500_2;Men - Socks - Tube Socks - 5 RMB;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;27/08/2014;5.0;Autumn;29-38;1;('335030700_2',)
110;3252196000000;325219600_2;Men - Socks - Tube Socks - 5 RMB;Men - Socks - Stockings;Male - socks;male;5.0;No Color;No Size;Male;2014;27/08/2014;5.0;Autumn;29-38;2;('338020000_2',)
111;3252218000000;325221800_2;Women - Socks - Tube Socks - 5 RMB;Female - Socks - Stockings;Female - socks;Female;5.0;No Color;No Size;Female;2014;20/08/2014;5.0;Autumn;29-38;1;('335030700_2',)
112;3266083005602;326608300_2;Women - Pantyhose - Velvet - 25 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;25.0;Black;Sheer;Female;2013;01/01/1900;25.0;Autumn;29-38;9;('326810107_2',)
113;3266168019002;326616801_2;Women - Pantyhose - Velvet - 19 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;19.0;Other;Sheer;Female;2014;14/08/2014;19.0;Autumn;29-38;3;('347000500_2',)
114;3278302009002;327830200_2;Female - One Internal Pants - Thin - $22;Female - One Internal Pants - Thin;Female - One-piece pants;Female;22.0;Other;Sheer;Female;2014;14/08/2014;22.0;Autumn;29-38;2;('338020000_2',)
115;3257009029000;325700902_2;Men - Socks - Stockings - -8 yuan;Men - Socks - Stockings;Male - socks;male;8.0;Other;No Size;Male;2014;30/09/2014;8.0;Autumn;29-38;4;('331032200_2',)
116;3257117000000;325711700_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;No Color;No Size;Male;2014;12/09/2014;15.0;Autumn;29-38;6;('331023400_2',)
117;3257164019000;325716401_2;Men - Socks - Stockings - $15;Men - Socks - Stockings;Male - socks;male;15.0;Other;No Size;Male;2014;03/09/2014;15.0;Autumn;29-38;1;('335030700_2',)
118;3266770009002;326677000_2;Female - One-piece pants inside - Thin 26 yuan;Female - One Internal Pants - Thin;Female - One-piece pants;Female;26.0;Other;Sheer;Female;2014;14/08/2014;26.0;Autumn;29-38;4;('331032200_2',)
119;3252577030000;325257703_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Male;2014;25/09/2014;12.0;Autumn;29-38;1;('335030700_2',)
120;3252578020000;325257802_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Male;2014;25/09/2014;12.0;Autumn;29-38;1;('335030700_2',)
121;3252580020000;325258002_2;Men - Socks - Stockings - 12 yuan;Men - Socks - Stockings;Male - socks;male;12.0;No Color;No Size;Female;2014;25/09/2014;12.0;Autumn;29-38;1;('335030700_2',)
122;3268009005610;326800900_2;Women - Pantyhose - Velvet - $49;Female - Pantyhose - Velvet;Female - pantyhose;Female;49.0;Black;210D;Female;2012;01/01/1900;49.0;Autumn;29-38;10;('345022900_2',)
123;3268012019000;326801201_2;Women - Pantyhose - Core Wrap - 12 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;12.0;Other;No Size;Female;2014;28/08/2014;12.0;Autumn;29-38;3;('347000500_2',)
124;3268015005606;326801500_2;Women - Pantyhose - Velvet - 29 yuan;Female - Pantyhose - Velvet;Female - pantyhose;Female;29.0;Black;80D;Female;2012;01/01/1900;29.0;Autumn;29-38;10;('345022900_2',)
125;3268100005602;326810000_2;Women - Pantyhose - Core Wrap - 29 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;29.0;Black;Sheer;Female;2013;10/08/2013;29.0;Autumn;29-38;2;('338020000_2',)
126;3268101005601;326810100_2;Women - Pantyhose - Core Wrap - 29 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;29.0;Black;Ultra Sheer;Female;2012;01/01/1900;29.0;Autumn;18-28;9;('326810107_2',)
127;3268101075613;326810107_2;Women - Pantyhose - Core Wrap - 29 yuan;Female - Pantyhose - Core Wrap;Female - pantyhose;Female;29.0;Black;12D;Female;2013;13/09/2013;29.0;Autumn;29-38;9;('326810107_2',)
